Component 00000000066565,00002-00005-66565,00003-00007-10563,1921270500-066565,1524996551-066565,1128722602-0066565,955594973-066565,789481071-00066565,79990124-066565,1967986989-0000066565
Component 00000000081104,00004-00002-00010-81104,00002-00004-00003-47037,1693490041-081104,1157823726-081104,622157411-0081104,409735704-081104,940583632-00081104,1751310685-081104,1570619295-0000081104
Component 00000000008334,00004-00004-00001-8334,00001-00006-00011-109731,1049585015-008334,451508567-008334,2000915766-0008334,2107648345-008334,803063291-00008334,259202922-008334,1781975235-0000008334
Component 00000000049748,00003-00006-00010-49748,00002-00003-00006-33897,561461197-049748,74519061-049748,1735060572-0049748,567087718-049748,854314751-00049748,810558786-049748,1343779849-0000049748
Component 00000000069443,00003-00003-00010-69443,00002-00009-91217,217680677-069443,477131841-069443,736583005-0069443,2063643896-069443,766388076-00069443,1933918314-069443,1848685340-0000069443
Component 00000000047372,00002-00003-47372,00004-90909,1206531848-047372,997644852-047372,788757856-0047372,1812930777-047372,709882110-00047372,1917374275-047372,934300927-0000047372
Component 00000000085362,00002-00004-00004-85362,00003-00001-00003-42708,1863345092-085362,1638787566-085362,1414230040-0085362,1709723316-085362,685027299-00085362,1822002079-085362,1419454322-0000085362
Component 00000000058458,00003-00001-00010-58458,00003-00006-00006-30673,723049373-058458,877350457-058458,1031651541-0058458,1764201006-058458,992695586-00058458,1687050464-058458,1157783289-0000058458
Component 00000000041979,00004-00002-41979,00002-00005-00005-63432,1194855589-041979,640008325-041979,85161061-0041979,54567049-041979,681319722-00041979,331990681-041979,1870651428-0000041979
Component 00000000033625,00004-00007-33625,00002-00003-00008-54127,890378811-033625,2094675603-033625,1151488748-0033625,1316714754-033625,1737681735-00033625,714566358-033625,1844651145-0000033625
Component 00000000052881,00001-00003-00010-52881,00001-00009-121611,288255090-052881,110176742-052881,2079582041-0052881,241389800-052881,1131781540-00052881,330428974-052881,566944582-0000052881
Component 00000000028720,00006-00003-28720,00003-00005-00011-62788,1140701126-028720,1565172951-028720,1989644776-0028720,1326489992-028720,1351614514-00028720,40512256-028720,2107126163-0000028720
Component 00000000103322,00002-00002-00011-103322,00002-00005-00012-51427,241414748-103322,262332762-103322,283250776-0103322,1255938427-103322,1151348357-00103322,1245479420-103322,1863768106-0000103322
Component 00000000000304,00004-00003-00005-304,00003-00008-8445,747866977-000304,1817378562-000304,739406500-0000304,5829498-000304,1100722514-00000304,544815529-000304,1322541836-0000000304
Component 00000000077646,00001-00002-00010-77646,00004-00006-00004-73779,1154053324-077646,1197709624-077646,1241365924-0077646,1123900227-077646,905618727-00077646,1102072077-077646,322083184-0000077646
Component 00000000054055,00001-00001-54055,00003-00001-00008-30948,1235116567-054055,2051252460-054055,719904706-0054055,1089259908-054055,1303547737-00054055,1754933785-054055,366321518-0000054055
Component 00000000084351,00001-00001-00007-84351,00002-00003-00011-14402,1691985119-084351,1836434305-084351,1980883491-0084351,107836052-084351,1533073769-00084351,35611459-084351,726339979-0000084351
Component 00000000001145,00004-00001-1145,00002-00001-00009-1842,604739532-001145,872929946-001145,1141120360-0001145,727072729-001145,1533604306-00001145,592977522-001145,677460382-0000001145
Component 00000000093123,00003-00002-00004-93123,00002-00005-00005-12927,73239942-093123,1369364-093123,2076982433-0093123,882484203-093123,1241837093-00093123,918419492-093123,1752220236-0000093123
Component 00000000085930,00005-85930,00002-00003-00012-58642,53907818-085930,4936231-085930,2103448291-0085930,900011319-085930,1144869254-00085930,1998238936-085930,56438698-0000085930
Component 00000000111266,00001-00001-00012-111266,00004-00002-00012-29899,641034107-111266,548074205-111266,455114303-0111266,427446154-111266,892245664-00111266,473926105-111266,290321193-0000111266
Component 00000000033009,00004-00004-00002-33009,00004-00003-00004-59349,1526934061-033009,1121812210-033009,716690359-0033009,132135287-033009,10260895-00033009,1408438036-033009,114358536-0000033009
Component 00000000043284,00004-00003-00007-43284,00003-00003-00002-99998,737430691-043284,1639315292-043284,393716246-0043284,455419076-043284,240963365-00043284,1078218599-043284,1764662073-0000043284
Component 00000000003612,00002-00011-3612,00002-00006-00010-101072,1608943076-003612,1153639610-003612,698336144-0003612,1001561445-003612,1130595128-00003612,1229213178-003612,2131006756-0000003612
Component 00000000018044,00004-00005-18044,00002-00003-10962,343804648-018044,1093087888-018044,1842371128-0018044,176819789-018044,725370883-00018044,1949661816-018044,697341580-0000018044
Component 00000000019590,00004-00012-19590,00004-00006-00005-27019,1034882761-019590,2117834718-019590,1053303028-0019590,944703324-019590,1972394480-00019590,1476969169-019590,92015938-0000019590
Component 00000000043482,00002-00005-00010-43482,00003-00005-00002-105523,1784516712-043482,2103282904-043482,274565449-0043482,64807848-043482,618460535-00043482,2052908399-043482,322683717-0000043482
Component 00000000074320,00001-00012-74320,00003-00006-00004-104173,1261034270-074320,722754174-074320,184474078-0074320,924253378-074320,1468170211-00074320,1193393426-074320,1416351715-0000074320
Component 00000000019882,00002-00002-00005-19882,00003-00011-62450,1559687665-019882,221474538-019882,1030745058-0019882,7118592-019882,255733286-00019882,1749966979-019882,2118322768-0000019882
Component 00000000096878,00003-00005-00002-96878,00001-00005-00002-118081,709509727-096878,53049486-096878,1544072892-0096878,9700920-096878,1144518478-00096878,1411672864-096878,219824685-0000096878
Component 00000000123310,00005-00005-123310,00003-00010-116945,589785734-123310,473679954-123310,357574174-0123310,1401106345-123310,1981635245-00123310,1459159235-123310,1459849565-0000123310
Component 00000000044231,00001-00005-00005-44231,00003-00012-2950,1822922046-044231,568993677-044231,1462548955-0044231,63196442-044231,2037870993-00044231,1763902450-044231,1938736237-0000044231
Component 00000000094364,00004-00004-00010-94364,00002-00005-00011-47682,1977384969-094364,1246121778-094364,514858587-0094364,1944600381-094364,1305949042-00094364,1236490153-094364,1321439375-0000094364
Component 00000000076217,00002-00001-00011-76217,00002-00002-00007-33742,367382538-076217,1543955908-076217,573045631-0076217,1596616161-076217,8716605-00076217,1008329476-076217,1639744776-0000076217
Component 00000000053524,00004-00002-00003-53524,00004-00001-00004-16059,272165974-053524,1208383959-053524,2144601944-0053524,1655323483-053524,1269200852-00053524,113472667-053524,1112599038-0000053524
Component 00000000093330,00006-00003-93330,00001-18760,626386663-093330,360627477-093330,94868291-0093330,621968024-093330,1950763954-00093330,754847617-093330,1376520969-0000093330
Component 00000000119293,00003-00006-00005-119293,00003-00009-4455,215024762-119293,223197528-119293,231370294-0119293,611403913-119293,570540083-00119293,607317530-119293,1682071132-0000119293
Component 00000000098202,00002-00006-98202,00006-00009-31625,1296685423-098202,1272757567-098202,1248829711-0098202,136184407-098202,255823687-00098202,148148335-098202,904405443-0000098202
Component 00000000075017,00002-00005-00007-75017,00001-00002-156,640915908-075017,874588182-075017,1108260456-0075017,1236602962-075017,68241592-00075017,1119766825-075017,507881417-0000075017
Component 00000000035739,00004-00004-00002-35739,00001-00012-49295,77745578-035739,2096000925-035739,1966772625-0035739,252623969-035739,898765469-00035739,317238119-035739,1292025118-0000035739
Component 00000000111265,00011-111265,00003-00003-00002-26743,912450931-111265,196041565-111265,1627115846-0111265,526335032-111265,1960898215-00111265,884539715-111265,1471450829-0000111265
Component 00000000065381,00001-00001-00004-65381,00001-00006-00010-100981,354660042-065381,133414302-065381,2059652209-0065381,361659887-065381,1467888587-00065381,472282757-065381,1751474187-0000065381
Component 00000000054442,00002-00003-00011-54442,00002-00004-00005-41787,444570333-054442,1330666531-054442,69279082-0054442,470562996-054442,335049300-00054442,27514897-054442,715373038-0000054442
Component 00000000084978,00003-00005-00010-84978,00003-00003-31993,63505441-084978,1986513991-084978,1762038894-0084978,987623295-084978,2109998780-00084978,26119020-084978,487399769-0000084978
Component 00000000076760,00005-00008-76760,00003-00008-48940,1205015451-076760,1738960504-076760,125421910-0076760,257804934-076760,1883046963-00076760,1064574231-076760,407228512-0000076760
Component 00000000030335,00004-00006-30335,00001-00006-41840,1342387571-030335,1044469141-030335,746550711-0030335,1925729245-030335,1267837748-00030335,2074688460-030335,1428099985-0000030335
Component 00000000013269,00004-00004-00009-13269,00002-00007-800,505624150-013269,1756029326-013269,858950855-0013269,1020733070-013269,1211158131-00013269,395530482-013269,688062100-0000013269
Component 00000000066006,00001-00003-00005-66006,00005-00011-118480,1673942964-066006,180178575-066006,833897833-0066006,1167072272-066006,45959629-00066006,840212643-066006,2099367324-0000066006
Component 00000000010156,00001-00006-00003-10156,00004-00004-00012-37244,458939809-010156,1578807394-010156,551191332-0010156,11684683-010156,854797699-00010156,525492714-010156,313151324-0000010156
Component 00000000027751,00001-00003-00009-27751,00002-00005-00005-35677,1880101725-027751,1429487394-027751,978873063-0027751,426401318-027751,531989326-00027751,1725450307-027751,1030342874-0000027751
Component 00000000080321,00001-00003-00007-80321,00001-25116,1774368391-080321,1320015967-080321,865663543-0080321,1213112297-080321,1337390770-00080321,1440288509-080321,42218927-0000080321
Component 00000000040574,00004-00002-00001-40574,00003-00010-24073,67465726-040574,264945528-040574,462425330-0040574,1055301535-040574,67902525-00040574,956561634-040574,1945214591-0000040574
Component 00000000110350,00002-00006-110350,00002-00003-00006-1137,1586400718-110350,66051841-110350,693186611-0110350,1937666005-110350,949475802-00110350,1624098620-110350,126218101-0000110350
Component 00000000120268,00003-00001-00005-120268,00001-00004-00006-70011,973643362-120268,1647470989-120268,173814969-0120268,368286743-120268,1294115902-00120268,1105114753-120268,1705986673-0000120268
Component 00000000048083,00003-00009-48083,00002-00006-110805,453643016-048083,16456327-048083,1726753285-0048083,1798666893-048083,1837116691-00048083,943518414-048083,1408609661-0000048083
Component 00000000049529,00004-00004-00012-49529,00002-00002-00002-27757,1210426168-049529,1116283621-049529,1022141074-0049529,2013221756-049529,336450844-00049529,986551206-049529,1506215509-0000049529
Component 00000000012676,00001-00006-00001-12676,00001-00003-107796,1862457015-012676,960499807-012676,58542599-0012676,1067205367-012676,1282024113-00012676,1518183971-012676,895744408-0000012676
Component 00000000095905,00005-00004-95905,00004-00003-00005-90849,214804921-095905,94944735-095905,2122568196-0095905,844036841-095905,1443337771-00095905,903966934-095905,527223284-0000095905
Component 00000000022122,00002-00002-00009-22122,00003-00002-00012-1598,1407293796-022122,1374524310-022122,1341754824-0022122,1965457372-022122,2129304802-00022122,1981842115-022122,1019130657-0000022122
Component 00000000068063,00003-00002-00008-68063,00003-00005-52533,470552960-068063,998199538-068063,1525846116-0068063,291608229-068063,1948342633-00068063,27784940-068063,29282051-0000068063
Component 00000000080848,00003-00005-00001-80848,00004-00005-39884,280141156-080848,1427889081-080848,428153359-0080848,1185082520-080848,1888793836-00080848,1684950381-080848,1333134885-0000080848
Component 00000000084131,00001-00005-00008-84131,00005-00001-8230,1204719866-084131,939436042-084131,674152218-0084131,1223356284-084131,402291757-00084131,1355998196-084131,1182003308-0000084131
Component 00000000053270,00009-53270,00002-00010-8967,319013988-053270,13040611-053270,1854550881-0053270,1585432556-053270,967815794-00053270,664677421-053270,574688985-0000053270
Component 00000000025835,00005-00004-25835,00001-00005-105586,930248712-025835,2012360868-025835,946989377-0025835,1873080750-025835,757487264-00025835,1332024672-025835,503782467-0000025835
Component 00000000071266,00001-00006-71266,00003-00006-18668,10474014-071266,449387900-071266,888301786-0071266,1970444662-071266,1923358879-00071266,1750987719-071266,569675393-0000071266
Component 00000000109314,00004-00002-00010-109314,00001-00003-95670,940071855-109314,1272155824-109314,1604239793-0109314,940016999-109314,1427080801-00109314,1847716838-109314,1818870564-0000109314
Component 00000000087504,00004-00004-00001-87504,00004-00008-102669,747716297-087504,1886949274-087504,878698604-0087504,1239682683-087504,1985968739-00087504,1743808018-087504,528519151-0000087504
Component 00000000111927,00002-00004-00010-111927,00002-00004-00008-45287,802773589-111927,194206423-111927,1733122904-0111927,1352037096-111927,99905632-00111927,1656320679-111927,1320245491-0000111927
Component 00000000002827,00002-00006-00006-2827,00003-00006-00011-3898,403482521-002827,1744366281-002827,937766394-0002827,1011835471-002827,749867612-00002827,341393591-002827,410983756-0000002827
