Component 00000000083064,00004-00002-00007-83064,00001-00002-00007-101901,1600831610-083064,451981592-083064,1450615221-0083064,1716180559-083064,1017979708-00083064,143121921-083064,976712288-0000083064
Component 00000000085185,00002-00009-85185,00001-00003-00005-37796,1023641964-085185,998928900-085185,974215836-0085185,1972542007-085185,2096107327-00085185,1984898539-085185,1271556341-0000085185
Component 00000000082035,00002-00005-82035,00003-00004-00008-73133,676035061-082035,1535353607-082035,247188506-0082035,1550795249-082035,1549169813-00082035,1121135976-082035,1842770410-0000082035
Component 00000000063944,00004-00006-00010-63944,00001-00001-00012-60761,47051885-063944,1118751954-063944,42968376-0063944,1558639527-063944,495106476-00063944,2096531316-063944,550735998-0000063944
Component 00000000094721,00001-00004-00003-94721,00001-00004-00010-57691,538450903-094721,937890755-094721,1337330607-0094721,583930902-094721,734215289-00094721,384210976-094721,337872696-0000094721
Component 00000000035789,00004-00005-35789,00001-00005-00006-56621,1531267399-035789,2140243408-035789,601735770-0035789,2075574601-035789,1178178203-00035789,697344773-035789,1850680079-0000035789
Component 00000000047593,00003-47593,00002-00006-00011-97082,1795120489-047593,528896026-047593,1410155210-0047593,1586517973-047593,1475189347-00047593,1145888381-047593,2000531940-0000047593
Component 00000000001751,00001-00001-00009-1751,00002-00001-48972,703410020-001751,1130409718-001751,1557409416-0001751,2085542550-001751,2098027707-00001751,1872042701-001751,1305962688-0000001751
Component 00000000049478,00003-00002-49478,00004-00007-26345,514791322-049478,1618075450-049478,573875931-0049478,336980355-049478,1263010656-00049478,1932821938-049478,269345510-0000049478
Component 00000000039543,00003-00010-39543,00003-00005-00007-118788,1694960748-039543,1294692938-039543,894425128-0039543,1609324786-039543,1463180189-00039543,1809458691-039543,903854803-0000039543
Component 00000000111128,00003-00003-00004-111128,00001-00009-22876,1562013806-111128,753015856-111128,2091501553-0111128,980318877-111128,730341333-00111128,1384817852-111128,1246341469-0000111128
Component 00000000002685,00004-00007-2685,00004-00003-00011-75099,26723153-002685,361366199-002685,696009245-0002685,1224525355-002685,1698793772-00002685,1057203832-002685,1115517515-0000002685
Component 00000000113908,00003-00004-00002-113908,00001-00001-00003-100766,1483549506-113908,1408184570-113908,1332819634-0113908,2123317404-113908,352658437-00113908,13516225-113908,844458300-0000113908
Component 00000000056868,00003-00006-56868,00003-00006-109700,372816174-056868,378913185-056868,385010196-0056868,1742263031-056868,1711777976-00056868,665472702-056868,1719969148-0000056868
Component 00000000115463,00003-00005-00010-115463,00002-00002-00009-20757,1694336486-115463,886800151-115463,79263816-0115463,109788061-115463,1999986089-00115463,1587298052-115463,978308308-0000115463
Component 00000000001364,00004-00006-00012-1364,00002-00001-00012-2157,2058014895-001364,1059516954-001364,61019013-0001364,1949246814-001364,499285578-00001364,1374753961-001364,852466-0000001364
Component 00000000117282,00002-00004-00009-117282,00003-00008-71690,2136714903-117282,1927520294-117282,1718325685-0117282,1654452778-117282,552942176-00117282,685308259-117282,970581575-0000117282
Component 00000000056062,00002-00006-00006-56062,00001-87165,2103403167-056062,1596750769-056062,1090098371-0056062,1153081981-056062,1538860324-00056062,1406408180-056062,1606460617-0000056062
Component 00000000011308,00003-00003-00011-11308,00002-00002-00002-18202,453266101-011308,834102569-011308,1214939037-0011308,1743965623-011308,1987266930-00011308,1553547389-011308,1821845121-0000011308
Component 00000000092829,00004-00002-00009-92829,00005-00011-4730,2104542415-092829,902775472-092829,1848492176-0092829,727162325-092829,293546099-00092829,254303973-092829,1732273468-0000092829
Component 00000000084312,00002-00004-00007-84312,00002-00001-00006-13357,668479028-084312,81761659-084312,1642527937-0084312,1203715866-084312,1989819064-00084312,423332727-084312,1972587476-0000084312
Component 00000000017140,00004-00006-17140,00004-00004-109239,177982830-017140,1790171971-017140,1254877465-0017140,2133486700-017140,514991936-00017140,253650306-017140,422602722-0000017140
Component 00000000025127,00002-00004-00011-25127,00003-00005-00009-85783,542264224-025127,1060711948-025127,1579159672-0025127,2064658721-025127,1619903748-00025127,1805434859-025127,872303668-0000025127
Component 00000000078131,00001-00004-00001-78131,00003-00002-00001-87348,1456797144-078131,718903330-078131,2128493163-0078131,28685517-078131,1570670940-00078131,397632424-078131,1808186004-0000078131
Component 00000000089192,00002-00005-00012-89192,1436259974,445398763-089192,694609015-089192,943819267-0089192,1794677750-089192,548626490-00089192,1670072624-089192,675784829-0000089192
Component 00000000020444,00004-00004-00008-20444,00005-00009-78230,1416092154-020444,2051029080-020444,538482359-0020444,2145762007-020444,1118561024-00020444,1828293544-020444,1990217092-0000020444
Component 00000000069217,00002-00001-00005-69217,00001-00005-00006-84831,132290090-069217,1773472707-069217,1267171677-0069217,1346493899-069217,1730515402-00069217,1599644414-069217,1785818750-0000069217
Component 00000000122637,00002-00004-00008-122637,00001-00006-00005-70426,982145418-122637,613849821-122637,245554224-0122637,1373419963-122637,1067414301-00122637,483825938-122637,1803953298-0000122637
Component 00000000039668,00003-00006-00005-39668,00004-00002-00010-54714,2058912446-039668,1029662500-039668,412554-0039668,1532413946-039668,236212735-00039668,2047038919-039668,112514057-0000039668
Component 00000000032914,00004-00011-32914,00003-00001-00002-56708,2046677275-032914,297765803-032914,696337978-0032914,976333116-032914,1130955888-00032914,1850788852-032914,329998241-0000032914
Component 00000000093150,00001-00005-93150,00002-00012-13727,1015131862-093150,718726920-093150,422321978-0093150,1671877704-093150,1006418767-00093150,1820080175-093150,1252425893-0000093150
Component 00000000118547,00002-00002-118547,00003-00008-63955,766814139-118547,1315034845-118547,1863255551-0118547,1585714616-118547,992094733-00118547,1311604263-118547,509816865-0000118547
Component 00000000081113,00003-00004-00006-81113,00004-00001-00007-47314,780301239-081113,457337288-081113,134373337-0081113,1222676968-081113,690013076-00081113,310417120-081113,508314810-0000081113
Component 00000000110495,00008-110495,00001-00004-00004-5191,1407927520-110495,329217784-110495,1397991695-0110495,630112852-110495,1728694238-00110495,1169467720-110495,2023672029-0000110495
Component 00000000011242,00002-00010-11242,00002-00001-00007-67607,526128297-011242,1193415829-011242,1860703361-0011242,677318894-011242,1635848528-00011242,343675128-011242,850549883-0000011242
Component 00000000094750,00005-00006-94750,00004-00004-00002-58489,1562641948-094750,1679450241-094750,1796258534-0094750,1859135041-094750,1275093576-00094750,726989071-094750,709179731-0000094750
Component 00000000123371,00001-00003-00001-123371,00004-00005-00009-118634,1552111152-123371,794187119-123371,36263086-0123371,226275727-123371,1868412245-00123371,1678979567-123371,1098585476-0000123371
Component 00000000118752,00002-00004-00010-118752,00004-00005-00007-64279,319080511-118752,471557031-118752,624033551-0118752,1271740790-118752,509358190-00118752,1195502530-118752,576338628-0000118752
Component 00000000121004,00004-00002-121004,00004-00003-00011-52349,1892876330-121004,1423145958-121004,953415586-0121004,585789758-121004,786957971-00121004,820654944-121004,1917021897-0000121004
Component 00000000031261,00001-00006-00009-31261,00004-00009-10409,982468164-031261,886164390-031261,789860616-0031261,606702419-031261,1088221289-00031261,654854306-031261,1803041257-0000031261
Component 00000000042947,00002-00002-00008-42947,00002-00004-00010-90542,1596853952-042947,152944558-042947,856518811-0042947,286725047-042947,1063821076-00042947,1008679744-042947,1428402174-0000042947
Component 00000000106770,00006-00001-106770,00001-00004-00001-24441,2045681944-106770,309193857-106770,720189417-0106770,504130134-106770,596635981-00106770,298632354-106770,1193931635-0000106770
Component 00000000050175,00006-00008-50175,00003-00009-45808,876252821-050175,82433428-050175,1436097682-0050175,2104459730-050175,1778589401-00050175,1427627603-050175,1035119154-0000050175
Component 00000000028608,00003-00006-00008-28608,00001-00004-00003-59686,473410270-028608,451893572-028608,430376874-0028608,1577334064-028608,1684917554-00028608,1588092413-028608,1860369366-0000028608
Component 00000000006238,00003-00001-00011-6238,00003-00005-00003-51028,1549634757-006238,1078816421-006238,607998085-0006238,189781931-006238,396389964-00006238,425191099-006238,1762722512-0000006238
Component 00000000057335,00005-00005-57335,00004-00006-00007-122779,120964044-057335,754231999-057335,1387499954-0057335,1843430627-057335,824574499-00057335,453054826-057335,691648907-0000057335
Component 00000000012207,00002-00006-12207,00004-00003-00006-94594,1659782058-012207,1754867496-012207,1849952934-0012207,1976458507-012207,1501031317-00012207,1928915788-012207,576751197-0000012207
Component 00000000046784,00004-00003-00010-46784,00003-00004-74455,1374693950-046784,1728362204-046784,2082030458-0046784,1347735093-046784,1726877470-00046784,1170900966-046784,159272520-0000046784
Component 00000000086058,00003-00011-86058,00005-00004-62235,1539714553-086058,965021655-086058,390328757-0086058,1584396411-086058,162893607-00086058,1871742860-086058,482362009-0000086058
Component 00000000028590,00002-00003-28590,00004-00005-00010-59134,1240259698-028590,2052513088-028590,717282831-0028590,1979843467-028590,66060164-00028590,1573716772-028590,168857280-0000028590
Component 00000000079968,00003-00005-79968,00005-00007-15230,2021339323-079968,1187862070-079968,354384817-0079968,1326140022-079968,1198558993-00079968,669136825-079968,1994702676-0000079968
Component 00000000004717,00002-00006-00011-4717,00003-00008-8445,940066305-004717,675701397-004717,411336489-0004717,1003270149-004717,177611042-00004717,1135452603-004717,386617439-0000004717
Component 00000000097774,00004-00005-00001-97774,00002-00003-00009-19652,1178743435-097774,1974438364-097774,622649646-0097774,41500022-097774,357992671-00097774,717394381-097774,1609255724-0000097774
Component 00000000051367,00002-00001-00004-51367,00002-00003-79212,1456159210-051367,1127207486-051367,798255762-0051367,534386125-051367,31661098-00051367,698861987-051367,900677018-0000051367
Component 00000000008957,00002-00004-8957,00006-00011-3625,135565393-008957,396081641-008957,656597889-0008957,2033185186-008957,730603946-00008957,1902927062-008957,1136749597-0000008957
Component 00000000096468,00003-00001-00008-96468,00004-00003-00012-106599,39464461-096468,728158136-096468,1416851811-0096468,155111170-096468,1006610089-00096468,884506156-096468,1982096116-0000096468
Component 00000000088301,00001-00003-00005-88301,00002-00006-00008-121792,828304711-088301,1584333001-088301,192877644-0088301,988454777-088301,1503280621-00088301,610440632-088301,779036658-0000088301
Component 00000000012589,00004-00003-00005-12589,00004-00001-105340,1399529750-012589,583105300-012589,1914164497-0012589,457649571-012589,244804527-00012589,865861796-012589,610807591-0000012589
Component 00000000033623,00003-00002-00005-33623,00002-00006-00002-76572,1981478462-033623,1791496504-033623,1601514546-0033623,1357288087-033623,159714230-00033623,1452279066-033623,1385363248-0000033623
Component 00000000103523,00003-00004-103523,00002-00006-00007-57077,51463516-103523,1960026444-103523,1721105725-0103523,274968703-103523,1469572298-00103523,1468170886-103523,955972028-0000103523
Component 00000000080426,00001-00003-00008-80426,00003-00009-28063,952209167-080426,1540929343-080426,2129649519-0080426,1587850292-080426,791733059-00080426,1293490204-080426,547750283-0000080426
Component 00000000053138,00003-00001-00007-53138,00002-00004-00004-5282,1826551013-053138,1723246638-053138,1619942263-0053138,37514296-053138,554036171-00053138,1162908307-053138,98865528-0000053138
Component 00000000032342,00002-00002-00011-32342,00003-00001-00010-40713,2119466981-032342,1282575270-032342,445683559-0032342,1258666467-032342,1148157728-00032342,603370499-032342,888246513-0000032342
Component 00000000088031,00001-00006-00008-88031,00001-00004-00007-117436,1239238562-088031,1861849178-088031,336976147-0088031,1371082380-088031,405512947-00088031,1059777072-088031,1802030616-0000088031
Component 00000000064073,00003-00002-00009-64073,00001-00003-00012-103141,2004998791-064073,977906593-064073,2098298042-0064073,1583151069-064073,276161118-00064073,2096697168-064073,315917570-0000064073
Component 00000000041830,00005-00009-41830,00001-00003-00006-59286,1665312234-041830,896712863-041830,128113492-0041830,1969206563-041830,1517236124-00041830,1279764425-041830,260784850-0000041830
Component 00000000023175,00005-00009-23175,00004-00005-00012-31134,1014731385-023175,1799961638-023175,437708244-0023175,1517434833-023175,1886250862-00023175,51077883-023175,663459234-0000023175
Component 00000000067340,67340,00004-32270,1341335059-067340,1815486428-067340,142154150-0067340,1789098162-067340,1565824964-00067340,478280654-067340,2023891210-0000067340
Component 00000000115890,00005-00008-115890,00003-00005-32700,1688729468-115890,574837672-115890,1608429523-0115890,1352068537-115890,479076576-00115890,1909014435-115890,50468034-0000115890
Component 00000000000418,00003-00005-00002-418,00002-00003-00002-11637,1811936738-000418,335563625-000418,1006674159-0000418,1059285-000418,940473909-00000418,1812987665-000418,22297134-0000000418
Component 00000000060696,00001-00006-00012-60696,00001-93366,1129450798-060696,1946199598-060696,615464751-0060696,2087061952-060696,150801599-00060696,1678687552-060696,1542648331-0000060696
