Component 00000000113248,00003-00002-00005-113248,00002-00002-00001-82252,1508863102-113248,396945365-113248,1432511275-0113248,194202209-113248,1458823600-00113248,1823902901-113248,1571994469-0000113248
Component 00000000079553,00003-00005-00006-79553,00006-00011-3625,2101555091-079553,1287049752-079553,472544413-0079553,179009972-079553,2104053020-00079553,1660004465-079553,1655452264-0000079553
Component 00000000075889,00004-00002-00008-75889,00004-00001-00007-24564,1340283791-075889,2052340419-075889,616913400-0075889,1515291897-075889,102492404-00075889,1159263583-075889,827944295-0000075889
Component 00000000017438,00003-00001-00005-17438,00004-00003-00004-117589,456933657-017438,582202112-017438,707470567-0017438,1163744607-017438,537402332-00017438,27368556-017438,655135765-0000017438
Component 00000000060905,00005-60905,00003-00010-99200,1695557009-060905,1738605102-060905,1781653195-0060905,562164049-060905,346923584-00060905,1614381826-060905,657674102-0000060905
Component 00000000032719,00004-00001-00011-32719,00004-00006-00002-51274,1694807621-032719,801000441-032719,2054676908-0032719,1294832331-032719,1468900937-00032719,1741735921-032719,100771342-0000032719
Component 00000000022910,00006-00004-22910,00003-00006-23673,91211358-022910,762068643-022910,1432925928-0022910,1489276799-022910,282474021-00022910,80106333-022910,999535301-0000022910
Component 00000000074315,00003-00007-74315,00007-104020,1164480791-074315,137441157-074315,1257885170-0074315,745182423-074315,1585413299-00074315,1258702240-074315,918886476-0000074315
Component 00000000052982,00002-00006-00007-52982,00001-00003-861,1126069540-052982,1861786001-052982,450018815-0052982,1374837723-052982,1991222712-00052982,2080721316-052982,883420741-0000052982
Component 00000000116957,00002-00001-00009-116957,00003-00002-00008-62603,1155767621-116957,1892473106-116957,481694944-0116957,1452503468-116957,2063943337-00116957,10408902-116957,460211061-0000116957
Component 00000000122349,00004-00003-00006-122349,00010-45185,1123321251-122349,801454451-122349,479587651-0122349,545166980-122349,7017333-00122349,706100380-122349,2073564450-0000122349
Component 00000000108932,00002-00005-00005-108932,00001-00004-00005-26681,813084403-108932,383515872-108932,2101430988-0108932,380105296-108932,380464304-00108932,1668631385-108932,1842518945-0000108932
Component 00000000108877,00002-00006-00002-108877,00003-00006-00011-51673,1136329653-108877,1234240335-108877,1332151017-0108877,1590030436-108877,1100477026-00108877,1541075095-108877,1158054583-0000108877
Component 00000000007810,00005-00010-7810,00002-00012-95055,520263461-007810,1501586291-007810,335425474-0007810,869780482-007810,258133626-00007810,379119067-007810,1088236579-0000007810
Component 00000000089461,00001-00001-00008-89461,00003-00001-00002-33958,1795694627-089461,1333552743-089461,871410859-0089461,856649723-089461,1019875496-00089461,1087720665-089461,698432892-0000089461
Component 00000000123139,00004-00002-00003-123139,00001-00002-00005-112156,1902318827-123139,1323365669-123139,744412511-0123139,1740378075-123139,340176571-00123139,2029854654-123139,1087953259-0000123139
Component 00000000107556,00001-00001-00007-107556,00003-00001-00004-46453,1086921374-107556,837899961-107556,588878548-0107556,820542902-107556,2065649967-00107556,2018795432-107556,1025634252-0000107556
Component 00000000018820,00004-00009-18820,00003-00005-32700,872728737-018820,2089164464-018820,1158116544-0018820,814061204-018820,1174333510-00018820,1279585164-018820,2013560654-0000018820
Component 00000000027906,00001-00004-00008-27906,00003-00002-40068,1777126919-027906,1054313031-027906,331499143-0027906,1080391703-027906,399493849-00027906,1441798647-027906,1448036873-0000027906
Component 00000000005592,00002-00006-00002-5592,00004-00004-00003-8999,1922452666-005592,276188748-005592,777408477-0005592,1535547582-005592,1176932584-00005592,211195894-005592,1896637087-0000005592
Component 00000000021104,00004-00006-00005-21104,00002-00003-00010-96652,802392477-021104,104979272-021104,1555049714-0021104,263848563-021104,1603430941-00021104,1686296989-021104,2145841168-0000021104
Component 00000000003104,00004-00003-00010-3104,00002-00006-86827,821953075-003104,1625865421-003104,282294120-0003104,1156996210-003104,1432401774-00003104,755040037-003104,196955029-0000003104
Component 00000000092687,00002-00010-92687,00001-00001-00004-771,893606815-092687,1546026296-092687,50962130-0092687,1397438762-092687,282825004-00092687,2144970845-092687,661726187-0000092687
Component 00000000094512,00002-00005-00002-94512,00002-00006-00009-51827,21829215-094512,499180856-094512,976532497-0094512,624805510-094512,385530952-00094512,1459871513-094512,1609149904-0000094512
Component 00000000091711,00001-00004-00009-91711,00002-00005-00012-96927,126111270-091711,1945441290-091711,1617287663-0091711,316787713-091711,1957555848-00091711,1554606350-091711,1696362776-0000091711
Component 00000000013552,00002-00006-13552,00003-00001-21815,708567764-013552,98028704-013552,1634973291-0013552,1162194412-013552,2067406065-00013552,1467463942-013552,8907654-0000013552
Component 00000000116603,00003-00004-00006-116603,00001-00002-00006-52656,1361365016-116603,841946733-116603,322528450-0116603,865640231-116603,1315247999-00116603,51607549-116603,902860652-0000116603
Component 00000000108069,00004-00003-108069,00002-00006-00008-60822,1722965309-108069,1510570468-108069,1298175627-0108069,1085491932-108069,2147466137-00108069,117947529-108069,940577529-0000108069
Component 00000000055080,00004-00012-55080,00003-00002-00001-75973,1407651151-055080,1980387814-055080,405640830-0055080,194350072-055080,1625634051-00055080,981723564-055080,1975068196-0000055080
Component 00000000000516,00001-00005-00009-516,00001-00006-14371,1000638277-000516,2118177427-000516,1088232930-0000516,1514195877-000516,221467421-00000516,955426302-000516,179765264-0000000516
Component 00000000066717,00002-00001-66717,00002-00008-92022,272290224-066717,1963698694-066717,1507623517-0066717,701222433-066717,834114671-00066717,2003001845-066717,1022502965-0000066717
Component 00000000033493,00003-00005-00005-33493,00003-00007-72950,458471495-033493,588040376-033493,717609257-0033493,1373853106-033493,726008701-00033493,235326842-033493,2130179084-0000033493
Component 00000000047245,00002-00003-47245,00002-00006-00009-87317,1920043234-047245,937392321-047245,2102225055-0047245,432372364-047245,1050659635-00047245,1997439644-047245,916907651-0000047245
Component 00000000112473,00003-00004-00010-112473,00003-00002-00002-60608,1553437730-112473,2056911861-112473,412902345-0112473,1275871143-112473,905984135-00112473,2097875901-112473,780752381-0000112473
Component 00000000101389,00004-00001-00002-101389,00004-00001-00005-120814,455461871-101389,1716427856-101389,829910194-0101389,409028204-101389,546649220-00101389,852287035-101389,1778890270-0000101389
Component 00000000035821,00001-00002-00006-35821,00004-00001-00007-14554,653778626-035821,2032079823-035821,1262897373-0035821,2003135447-035821,1554080403-00035821,240243025-035821,1890516687-0000035821
Component 00000000083540,00002-00002-83540,00002-00004-00003-115287,1175060604-083540,1546723693-083540,1918386782-0083540,947109421-083540,1236277623-00083540,1835019700-083540,1985445109-0000083540
Component 00000000069254,00004-00003-00003-69254,00006-00010-85875,442931636-069254,780437436-069254,1117943236-0069254,1779577407-069254,92048407-00069254,1610824507-069254,829779851-0000069254
Component 00000000117522,00002-00006-00002-117522,00001-00012-78415,1120688218-117522,1929921737-117522,591671609-0117522,640066420-117522,888866119-00117522,1309191484-117522,447589098-0000117522
Component 00000000026578,00003-00006-00006-26578,00002-00001-00010-2857,493253510-026578,72447307-026578,1799124751-0026578,485247311-026578,441794679-00026578,1769392236-026578,126208130-0000026578
Component 00000000038152,00002-00002-00010-38152,00002-00001-00011-79857,1359427329-038152,1039754946-038152,720082563-0038152,1961444106-038152,1412322374-00038152,1047538474-038152,405532605-0000038152
Component 00000000016693,00003-00005-00001-16693,00002-00005-96712,1941762601-016693,1984824982-016693,2027887363-0016693,809062609-016693,593750704-00016693,1861273242-016693,309691767-0000016693
Component 00000000038221,00001-00001-00001-38221,00002-00004-00009-81792,1826423789-038221,1170136285-038221,513848781-0038221,61250903-038221,1195204776-00038221,389394655-038221,144913134-0000038221
Component 00000000034163,00003-00003-00012-34163,,2050139573-034163,1689941254-034163,1329742935-0034163,686648454-034163,340156402-00034163,1940489437-034163,607770822-0000034163
Component 00000000118003,00003-00004-00002-118003,00002-00006-91832,1378664485-118003,1164723070-118003,950781655-0118003,666182269-118003,1735889344-00118003,1846894800-118003,1308704918-0000118003
Component 00000000100110,00003-00010-100110,00001-00003-85046,1897534880-100110,731905598-100110,1713759963-0100110,1199089525-100110,584784994-00100110,1781904166-100110,1172991782-0000100110
Component 00000000115973,00003-00004-115973,00002-00002-00006-35002,1126663602-115973,1079645432-115973,1032627262-0115973,993766004-115973,1228856854-00115973,1017275089-115973,1252655961-0000115973
Component 00000000075143,00003-00005-00003-75143,00003-00006-00009-3688,1659668957-075143,1841157201-075143,2022645445-0075143,1871914203-075143,964472983-00075143,1781170081-075143,1445127609-0000075143
Component 00000000095155,00004-00008-95155,00003-00002-00012-69848,949293914-095155,1758786555-095155,420795549-0095155,481239533-095155,728743622-00095155,1150235036-095155,254769882-0000095155
Component 00000000095705,00001-00012-95705,00001-00001-00007-85261,2076280557-095705,1384048816-095705,691817075-0095705,1789037647-095705,955229058-00095705,1061411694-095705,2045852697-0000095705
Component 00000000112296,00001-00002-00002-112296,00002-00001-00001-55602,1504420268-112296,431127605-112296,1505318589-0112296,2063075464-112296,987087838-00112296,1525979972-112296,1046026855-0000112296
Component 00000000118541,00001-00003-00007-118541,00002-00005-00012-106937,1652524872-118541,681925798-118541,1858810371-0118541,1823110017-118541,233654446-00118541,160925907-118541,277227327-0000118541
Component 00000000047130,00006-00005-47130,00001-00003-84126,1672123474-047130,2065541260-047130,311475399-0047130,1425533272-047130,1605927989-00047130,1228824379-047130,612035-0000047130
Component 00000000021371,00001-00012-21371,00001-00006-00005-29476,770098937-021371,1173529626-021371,1576960315-0021371,2082876354-021371,65722909-00021371,807419186-021371,203248048-0000021371
Component 00000000094612,00002-00011-94612,00001-00002-00012-54651,304427776-094612,1704069334-094612,956227245-0094612,1615050282-094612,1059293433-00094612,915229503-094612,1344241552-0000094612
Component 00000000059704,00004-00001-00008-59704,00002-00006-00010-65582,874790276-059704,1181986313-059704,1489182350-0059704,1815154365-059704,279174180-00059704,587814523-059704,1012573018-0000059704
Component 00000000058300,00004-00008-58300,00002-00002-00005-26252,2005147995-058300,1571495812-058300,1137843629-0058300,1374111766-058300,1394889034-00058300,517196034-058300,187146482-0000058300
Component 00000000014871,00001-00003-00012-14871,00001-00002-45656,250283950-014871,1009159113-014871,1768034276-0014871,1622249180-014871,2122840659-00014871,169069775-014871,2143312130-0000014871
Component 00000000059776,00001-00003-00002-59776,00002-00001-00007-67607,1928877667-059776,1931557535-059776,1934237403-0059776,2058851265-059776,2045451925-00059776,2057511331-059776,2016424089-0000059776
Component 00000000035389,00004-00004-00003-35389,00004-00002-00002-2459,1939419117-035389,109234511-035389,426533552-0035389,1222295253-035389,1783283695-00035389,2137387556-035389,1218785491-0000035389
Component 00000000013200,00005-00005-13200,00002-00012-122472,1944191375-013200,656547047-013200,1516386366-0013200,1770467230-013200,1766237929-00013200,266805747-013200,674890672-0000013200
Component 00000000054507,00002-00005-00011-54507,00003-00005-43568,226809993-054507,123980702-054507,21151411-0054507,608298497-054507,1122444952-00054507,1733454966-054507,1870778793-0000054507
Component 00000000033816,00001-00006-00003-33816,00001-00004-00007-81946,665700075-033816,1313264337-033816,1960828599-0033816,2007795724-033816,917458061-00033816,1684013593-033816,735181845-0000033816
Component 00000000015834,00004-15834,00004-00004-72674,188118877-015834,390349259-015834,592579641-0015834,1406357816-015834,395205906-00015834,1305242625-015834,1637291269-0000015834
Component 00000000059398,00003-00003-00001-59398,00010-57015,796777800-059398,1313813792-059398,1830849784-0059398,103219648-059398,1813006982-00059398,1992185299-059398,1326501351-0000059398
Component 00000000087184,00004-00006-00006-87184,00001-00001-00010-93766,1421102758-087184,416133064-087184,1558647017-0087184,2072196480-087184,654594009-00087184,427197680-087184,1631419876-0000087184
Component 00000000048015,00002-00006-48015,00001-00002-108901,23052744-048015,1238998380-048015,307460369-0048015,1014357621-048015,1377080382-00048015,406384803-048015,28885630-0000048015
Component 00000000099339,00004-00002-00006-99339,00002-00005-00005-63432,98134647-099339,1331031428-099339,416444562-0099339,837828233-099339,1115795269-00099339,1295121666-099339,1932717643-0000099339
Component 00000000055799,00004-00002-00003-55799,00001-00001-00011-79766,1271292799-055799,267141457-055799,1410473762-0055799,1962076593-055799,540382362-00055799,316668617-055799,1630996990-0000055799
Component 00000000074409,00004-00006-00010-74409,00002-00005-00001-106692,453401872-074409,973752636-074409,1494103400-0074409,2068093809-074409,1613823636-00074409,1807918427-074409,871105590-0000074409
