Component 00000000071551,00001-00004-00012-71551,00001-00002-00001-26651,1295239515-071551,70182386-071551,992608904-0071551,935769051-071551,618603755-00071551,474555792-071551,2029012347-0000071551
Component 00000000066907,00002-00001-00009-66907,00003-00006-00010-20173,428023950-066907,466950577-066907,505877204-0066907,1242223536-066907,1047590401-00066907,149018399-066907,1012135425-0000066907
Component 00000000032353,00003-00006-00009-32353,00001-00003-00010-41051,620427589-032353,272393134-032353,2071842326-0032353,1994367521-032353,1587056149-00032353,1094642925-032353,1277542255-0000032353
Component 00000000008609,00004-00006-00003-8609,00001-00004-00007-117436,1308088492-008609,1194681999-008609,1081275506-0008609,1176582699-008609,1743615164-00008609,159544122-008609,1706275463-0000008609
Component 00000000039609,00004-00003-00011-39609,00004-00003-00011-120599,1562481092-039609,998509129-039609,434537166-0039609,1053386474-039609,1725762642-00039609,261630632-039609,2133794768-0000039609
Component 00000000053397,00002-00001-00006-53397,00003-00003-00005-12498,1427627121-053397,1475499782-053397,1523372443-0053397,528225709-053397,288862404-00053397,1578031202-053397,470419104-0000053397
Component 00000000049503,00003-00006-00012-49503,1436259974,474973809-049503,692795917-049503,910618025-0049503,301927812-049503,1360300919-00049503,193016758-049503,1498259646-0000049503
Component 00000000024472,00002-00006-24472,00004-00002-00010-67454,1670947762-024472,666675362-024472,1809886609-0024472,208376596-024472,934771302-00024472,710512796-024472,316869848-0000024472
Component 00000000114869,00004-00006-00001-114869,00004-00003-4085,2091914458-114869,1392066343-114869,692218228-0114869,1435277409-114869,639550690-00114869,711459643-114869,1902006797-0000114869
Component 00000000055051,00001-00003-00009-55051,00002-00006-00002-58827,602867694-055051,1738865814-055051,727380287-0055051,2011685339-055051,626662033-00055051,1443686279-055051,481756607-0000055051
Component 00000000123247,00002-00005-00007-123247,00004-00010-115164,1914429726-123247,916643926-123247,2066341773-0123247,766458660-123247,1460420366-00123247,1265351560-123247,1639594902-0000123247
Component 00000000016763,00003-00005-00006-16763,00003-00001-00012-98708,1445677449-016763,648990591-016763,1999787380-0016763,1461070482-016763,1149537478-00016763,1859413911-016763,768695658-0000016763
Component 00000000058358,00003-00006-00001-58358,00004-00003-00003-27849,787013438-058358,559517118-058358,332020798-0058358,490860153-058358,1628341753-00058358,604608313-058358,1866236556-0000058358
Component 00000000122448,00003-00004-00001-122448,00003-00003-00011-92753,1027365318-122448,1793524970-122448,412200975-0122448,1678886441-122448,2143055475-00122448,1295806615-122448,713608027-0000122448
Component 00000000097104,00004-00007-97104,00002-00004-00001-32722,1125987287-097104,535404478-097104,2092305316-0097104,1473750285-097104,131697036-00097104,695299866-097104,1366245393-0000097104
Component 00000000051478,00003-00011-51478,00004-00001-00011-82314,519712179-051478,1025676069-051478,1531639959-0051478,1436640727-051478,1054304924-00051478,1183658782-051478,631210194-0000051478
Component 00000000096808,00003-00005-00010-96808,00004-00002-00004-32244,1626058198-096808,348811134-096808,1219047717-0096808,1956601357-096808,1900385736-00096808,447741242-096808,1577454575-0000096808
Component 00000000076664,00004-00003-76664,00003-00001-00001-105743,585210360-076664,149160242-076664,1860593771-0076664,911616107-076664,944383050-00076664,1129641166-076664,1278777362-0000076664
Component 00000000020129,00004-00004-00005-20129,00003-00002-00003-69358,1773056838-020129,914674214-020129,56291590-0020129,943688867-020129,940634693-00020129,1372880179-020129,921567353-0000020129
Component 00000000008276,00001-00002-00008-8276,00003-00002-00008-108103,80110536-008276,1897393746-008276,1567193309-0008276,171516694-008276,1822518879-00008276,1410358736-008276,1383805918-0000008276
Component 00000000119421,00001-00001-00003-119421,00002-00005-00007-68647,467673641-119421,188200078-119421,2056210162-0119421,871849541-119421,121733709-00119421,2085328146-119421,827373203-0000119421
Component 00000000004025,00008-4025,00003-00003-00004-6478,1097351463-004025,1299987221-004025,1502622979-0004025,187767491-004025,1322072348-00004025,86449612-004025,1545585277-0000004025
Component 00000000034829,00004-00004-00002-34829,00004-00003-110344,380574898-034829,872900520-034829,1365226142-0034829,636047448-034829,321902985-00034829,389884637-034829,1395776144-0000034829
Component 00000000002133,00003-00005-00001-2133,00001-00002-00012-59656,106857811-002133,335345391-002133,563832971-0002133,451087206-002133,1456132953-00002133,336843416-002133,1453467306-0000002133
Component 00000000107960,00006-00008-107960,00002-00002-57722,1087634060-107960,175137202-107960,1410123991-0107960,1928693034-107960,48726383-00107960,237457816-107960,783605288-0000107960
Component 00000000024611,00001-00006-00002-24611,00002-00004-71292,2072958937-024611,1097019897-024611,121080857-0024611,1984555731-024611,421799990-00024611,325041604-024611,639777218-0000024611
Component 00000000093906,00001-00001-00007-93906,00004-00005-34879,355287579-093906,1467215119-093906,431659012-0093906,596682094-093906,1479495335-00093906,40718324-093906,1789533800-0000093906
Component 00000000091187,00002-00005-00005-91187,00004-00006-00007-2204,2019232555-091187,1456455408-091187,893678261-0091187,1568086513-091187,87004954-00091187,775733263-091187,1123317175-0000091187
Component 00000000060299,00004-00001-00005-60299,00002-00002-00001-82252,1986364578-060299,809639815-060299,1780398699-0060299,1823530218-060299,1264703092-00060299,1338150776-060299,542055885-0000060299
Component 00000000105090,00006-00011-105090,00004-00002-00004-100949,802869941-105090,1902053166-105090,853752744-0105090,1499907002-105090,298958171-00105090,2024057213-105090,246174772-0000105090
Component 00000000027602,00002-00001-00003-27602,00002-00006-00008-38072,1908068566-027602,940016863-027602,2119448807-0027602,1128459381-027602,1673750602-00027602,538743409-027602,973166784-0000027602
Component 00000000083751,00001-00003-00005-83751,00002-00005-00009-121182,1475130949-083751,1111420266-083751,747709583-0083751,2088773823-083751,1759843591-00083751,1196887341-083751,1163182375-0000083751
Component 00000000080214,00004-00001-00004-80214,00003-00004-00012-22138,1189239040-080214,614894499-080214,40549958-0080214,177074389-080214,901313447-00080214,1537988483-080214,1819150915-0000080214
Component 00000000027509,00004-00006-00001-27509,00003-00006-00011-28923,1476031727-027509,437420822-027509,1546293564-0027509,1569268539-027509,319872123-00027509,1014832168-027509,1669856831-0000027509
Component 00000000037762,00002-00004-00010-37762,00003-00006-00002-68928,1981721898-037762,500613902-037762,1166989553-0037762,1014944443-037762,1978033482-00037762,1755498441-037762,209707850-0000037762
Component 00000000114498,00003-00006-00007-114498,00003-00005-00010-117283,749099722-114498,2023973580-114498,1151363791-0114498,303456072-114498,371537723-00114498,1813502790-114498,927128911-0000114498
Component 00000000042173,00003-00005-00001-42173,00002-00001-00006-68867,878340104-042173,294448383-042173,1858040309-0042173,1550620870-042173,175112181-00042173,768824907-042173,1698267412-0000042173
Component 00000000102584,00004-00006-00001-102584,00001-00001-00008-30766,620512117-102584,526859448-102584,433206779-0102584,1447066788-102584,1915330133-00102584,420151299-102584,1310312675-0000102584
Component 00000000065613,00003-00002-00002-65613,00004-00002-00001-107459,1801589201-065613,1092133637-065613,382678073-0065613,1752732699-065613,1005043225-00065613,2107460481-065613,1803928715-0000065613
Component 00000000067328,00003-00002-00001-67328,00002-00008-31962,794739782-067328,1487545258-067328,32867087-0067328,36067016-067328,867006930-00067328,1837147925-067328,1701127252-0000067328
Component 00000000119278,00003-00005-00003-119278,00001-00001-00001-40951,38608201-119278,1465939099-119278,745786350-0119278,544680050-119278,1997960148-00119278,1978498248-119278,34708549-0000119278
Component 00000000098551,00001-00005-00011-98551,00001-00002-41420,392187058-098551,1833718636-098551,1127766567-0098551,1586991887-098551,821784938-00098551,866226098-098551,1439390457-0000098551
Component 00000000096868,00003-00002-00005-96868,00002-00012-117805,1222080620-096868,1606531636-096868,1990982652-0096868,540602073-096868,765830640-00096868,348376565-096868,1425171037-0000096868
Component 00000000091511,00001-00004-91511,00001-00007-91371,731352887-091511,1942614872-091511,1006393210-0091511,421758867-091511,807899883-00091511,889869698-091511,952095123-0000091511
Component 00000000081619,00004-00006-00005-81619,00001-00006-00002-61466,1484969145-081619,1523899480-081619,1562829815-0081619,151864922-081619,2104696894-00081619,1206141578-081619,2113874819-0000081619
Component 00000000064491,00001-00011-64491,00002-00006-00006-76082,1630010938-064491,1734937862-064491,1839864786-0064491,276515811-064491,1899364838-00064491,224052349-064491,267142491-0000064491
Component 00000000017344,00004-00005-00002-17344,00003-00004-114950,208829325-017344,2110192061-017344,1864071150-0017344,83125200-017344,1313729755-00017344,1279927479-017344,795813471-0000017344
Component 00000000012606,00001-00006-00009-12606,00002-00006-00012-105832,2020237565-012606,1902601770-012606,1784965975-0012606,1683610625-012606,124305953-00012606,668686699-012606,1109148352-0000012606
Component 00000000052202,00002-00003-00007-52202,00002-00006-00007-102577,2086906947-052202,2083260914-052202,2079614881-0052202,836332523-052202,854562688-00052202,1911897363-052202,1035562756-0000052202
Component 00000000026587,00002-00001-00002-26587,00002-00006-00007-42062,653617082-026587,2017128602-026587,1233156475-0026587,211932745-026587,1984309733-00026587,1677660632-026587,2038759614-0000026587
Component 00000000072928,00003-00002-00011-72928,00003-00006-00001-65183,1595479329-072928,1289969250-072928,984459171-0072928,736884203-072928,116950951-00072928,1963381066-072928,728704902-0000072928
Component 00000000001003,00003-00002-00002-1003,00002-00004-00004-28032,1585898116-001003,150312679-001003,862210889-0001003,1753222949-001003,341215546-00001003,1397273844-001003,629682158-0000001003
Component 00000000095829,00004-00006-00006-95829,00005-00005-88730,2071919652-095829,1788916306-095829,1505912960-0095829,1231159253-095829,498692336-00095829,1372660926-095829,1974973916-0000095829
Component 00000000006606,00001-00005-00002-6606,00004-00003-00010-61344,748327576-006606,656359597-006606,564391618-0006606,1656589712-006606,2116429607-00006606,628831878-006606,1954046204-0000006606
Component 00000000046931,00001-00003-00001-46931,00003-00005-00005-78538,868465094-046931,1015900197-046931,1163335300-0046931,502874825-046931,1913182957-00046931,1502899097-046931,1613635219-0000046931
Component 00000000066693,00003-00004-00003-66693,00001-00002-00012-14156,920504832-066693,2058394812-066693,1048801145-0066693,273594040-066693,1026595081-00066693,1852132697-066693,1525741678-0000066693
Component 00000000062517,00002-62517,00002-00002-00009-20757,95726262-062517,1908943416-062517,1574676923-0062517,2137412351-062517,1661261169-00062517,1230803774-062517,149876530-0000062517
Component 00000000086479,00004-00001-00003-86479,00003-00005-00001-74023,186475118-086479,667536153-086479,1148597188-0086479,969357022-086479,711535494-00086479,1802568328-086479,634013036-0000086479
Component 00000000045931,00001-00004-00002-45931,00003-00003-00004-63353,85360786-045931,1598600437-045931,964356441-0045931,1536781685-045931,413034371-00045931,1853903683-045931,822298053-0000045931
Component 00000000053650,00002-00012-53650,00003-00003-00001-84878,1095159853-053650,1278094505-053650,1461029157-0053650,1377555887-053650,462882627-00053650,1286088561-053650,569334782-0000053650
Component 00000000006775,00006-00002-6775,00002-00001-00010-66102,988035736-006775,1365340305-006775,1742644874-0006775,1033696333-006775,1294657135-00006775,1918785872-006775,739275695-0000006775
Component 00000000001425,00004-00008-1425,00003-00004-39823,1516459407-001425,2065664077-001425,467385100-0001425,235598491-001425,1784542435-00001425,2108479803-001425,1018785665-0000001425
Component 00000000117209,00004-00001-00001-117209,00004-00010-69664,883931425-117209,1882923604-117209,734432136-0117209,1016670049-117209,316676448-00117209,1590915783-117209,2048783743-0000117209
Component 00000000049567,00002-00011-49567,00001-00003-00006-28801,746758463-049567,858740517-049567,970722571-0049567,1882920788-049567,1323010518-00049567,1826929761-049567,1712313153-0000049567
Component 00000000032615,00002-00011-32615,00002-00006-00006-48327,566833053-032615,2127742277-032615,1541167854-0032615,1109002772-032615,1894391240-00032615,328548160-032615,846832614-0000032615
Component 00000000040730,00004-00001-40730,00003-00003-00010-28493,425354278-040730,1516524737-040730,460211549-0040730,733772188-040730,1720370834-00040730,1261928782-040730,628687586-0000040730
Component 00000000093205,00008-93205,00001-00001-00012-15261,1144724788-093205,590672737-093205,36620686-0093205,1116745902-093205,1739522510-00093205,320030104-093205,809493569-0000093205
Component 00000000087662,00002-00001-00003-87662,00001-00001-107121,533249339-087662,16182400-087662,1646599108-0087662,151564738-087662,589415786-00087662,1483840031-087662,2017503404-0000087662
Component 00000000006707,00002-00001-00012-6707,00004-00001-64169,1405137400-006707,435872595-006707,1614091437-0006707,566692768-006707,1118049499-00006707,2125066994-006707,661353043-0000006707
